model_name,learning_rate,batch_size,num_epochs,weight_decay,lora_r,lora_alpha,lora_dropout,seed,accuracy,f1_micro,f1_macro,distance_from_gold,improvement_over_init,max_dist_gold_from_init,improvement_over_init_when_critic_is_needed,distance_from_gold_when_critic_is_needed,max_gold_from_init_when_critic_is_needed
google/gemma-2-2b-it,1e-06,2,5,0.01,8,16,0.1,42,0.17771883289124668,0.17771883289124668,0.16657780527308405,0.09201179339106894,-0.04814365534513295,0.043868138045935985,-0.025036261253134885,0.0815774169567857,0.05654115570365083
google/gemma-2-2b-it,1e-06,2,5,0.1,8,16,0.1,42,0.17771883289124668,0.17771883289124668,0.16657780527308405,0.09201179339106894,-0.04814365534513295,0.043868138045935985,-0.025036261253134885,0.0815774169567857,0.05654115570365083
google/gemma-2-2b-it,3e-06,2,5,0.01,8,16,0.1,42,0.1883289124668435,0.1883289124668435,0.17312468218649177,0.08512904466835633,-0.04126090662242034,0.043868138045935985,-0.01914433701624832,0.07568549271989913,0.05654115570365083
google/gemma-2-2b-it,1e-05,2,5,0.01,8,16,0.1,42,0.1847922192749779,0.1847922192749779,0.15238377415747537,0.067141088440596,-0.023272950394660034,0.043868138045935985,-0.00888506689351852,0.06542622259716933,0.05654115570365083
google/gemma-2-2b-it,1e-05,2,5,0.1,8,16,0.1,42,0.1852343059239611,0.1852343059239611,0.15284752938308946,0.06718058918860663,-0.023312451142670648,0.043868138045935985,-0.008975431627991453,0.06551658733164228,0.05654115570365083
google/gemma-2-2b-it,3e-05,2,5,0.01,8,16,0.1,42,0.19849690539345713,0.19849690539345713,0.1415877411063924,0.06045595107903148,-0.01658781303309549,0.043868138045935985,-0.006255506597454131,0.06279666230110496,0.05654115570365083
google/gemma-2-2b-it,3e-06,2,5,0.1,8,16,0.1,42,0.1852343059239611,0.1852343059239611,0.1707359031209831,0.0856077380541344,-0.04173960000819841,0.043868138045935985,-0.01971912118473835,0.07626027688838917,0.05654115570365083
google/gemma-2-2b-it,0.0001,2,5,0.01,8,16,0.1,42,0.22192749778956675,0.22192749778956675,0.16251633584949257,0.056792198905629615,-0.012924060859693633,0.043868138045935985,-0.005226578362009687,0.06176773406566051,0.05654115570365083
google/gemma-2-2b-it,0.0001,2,5,0.1,8,16,0.1,42,0.22369584438549955,0.22369584438549955,0.1657751807016319,0.05705639455143996,-0.013188256505503978,0.043868138045935985,-0.0046939487701139595,0.06123510447376479,0.05654115570365083
google/gemma-2-2b-it,3e-05,2,5,0.1,8,16,0.1,42,0.20468611847922194,0.20468611847922194,0.14880279974740668,0.059202170693371005,-0.015334032647435014,0.043868138045935985,-0.006029848800323648,0.06257100450397449,0.05654115570365083
